# filename,time,alignment_error,fits_error,lowflux_comp1,lowflux_comp2,lowflux_comp3,lowflux_comp4,lowflux_comp5,lowflux_comp6,lowflux_target,outofframe_comp1,outofframe_comp2,outofframe_comp3,outofframe_comp4,outofframe_comp5,outofframe_comp6,outofframe_target,skybg_comp1,skybg_comp2,skybg_comp3,skybg_comp4,skybg_comp5,skybg_comp6,skybg_target
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419082112.FITS.gz",2457862.8507058946,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419082412.FITS.gz",2457862.852787347,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419082712.FITS.gz",2457862.8548682905,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419083012.FITS.gz",2457862.856961803,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419083312.FITS.gz",2457862.8590432326,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419083612.FITS.gz",2457862.8611243377,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419083912.FITS.gz",2457862.863205848,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419084212.FITS.gz",2457862.86528693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419084512.FITS.gz",2457862.867368347,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419084812.FITS.gz",2457862.8694618484,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419085113.FITS.gz",2457862.8715551184,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419085412.FITS.gz",2457862.873624996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419085712.FITS.gz",2457862.8757065176,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419090012.FITS.gz",2457862.8777876915,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419090312.FITS.gz",2457862.8798690746,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419090612.FITS.gz",2457862.881961696,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419090912.FITS.gz",2457862.8840432405,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419091213.FITS.gz",2457862.8861359195,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419091512.FITS.gz",2457862.8882052535,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419091812.FITS.gz",2457862.8902862193,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419092112.FITS.gz",2457862.8923788057,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419092412.FITS.gz",2457862.8944594013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419092712.FITS.gz",2457862.896540089,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419093012.FITS.gz",2457862.8986218073,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419093312.FITS.gz",2457862.9007141157,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419093612.FITS.gz",2457862.9027934265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419093912.FITS.gz",2457862.9048723434,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419094212.FITS.gz",2457862.9069630546,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419094512.FITS.gz",2457862.9090424925,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419094812.FITS.gz",2457862.911121838,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419095112.FITS.gz",2457862.913213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419095412.FITS.gz",2457862.9152920907,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419095712.FITS.gz",2457862.917373959,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419100012.FITS.gz",2457862.9194648555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419100312.FITS.gz",2457862.921543691,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419100612.FITS.gz",2457862.9236227814,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419100912.FITS.gz",2457862.925713805,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419101212.FITS.gz",2457862.9277938674,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419101512.FITS.gz",2457862.9298733165,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419101812.FITS.gz",2457862.931964861,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419102112.FITS.gz",2457862.934043523,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419102412.FITS.gz",2457862.9361233544,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419102712.FITS.gz",2457862.938204366,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419103012.FITS.gz",2457862.9402959794,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419103312.FITS.gz",2457862.942375116,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419103612.FITS.gz",2457862.944465537,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419103912.FITS.gz",2457862.946544072,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419104212.FITS.gz",2457862.948623023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419104512.FITS.gz",2457862.950713236,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419104812.FITS.gz",2457862.952793819,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419105113.FITS.gz",2457862.954884495,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"/content/drive/My Drive/TRES-3b-20170418/MOBS_Cecilia_TRES-3_2017-04-18T22_51_41.792-0700_53ec0f316f2785c25e654b6ad2fa4798_TRES-3170419105412.FITS.gz",2457862.956964511,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
